"Numero FINESS";"SIRET";"APE";"Raison sociale";"Complement distribution";"Adresse";"Lieudit_BP";"Code postal";"Libelle routage";"Tel";"Fax";"Date ouvert";"Code categorie";"Lib categorie";"Code statut";"Lib statut";"Code tarif";"Lib tarif";"Code PSPH";"Lib PSPH";"FINESS juridique";"SOC:";"Discipline1";"Mode de fonctionnement1";"Clientele1";"Capacite hommes1";"Capacite femmes1";"Capacite totale1";"Discipline2";"Mode de fonctionnement2";"Clientele2";"Capacite hommes2";"Capacite femmes2";"Capacite totale2";"Discipline3";"Mode de fonctionnement3";"Clientele3";"Capacite hommes3";"Capacite femmes3";"Capacite totale3";"Discipline4";"Mode de fonctionnement4";"Clientele4";"Capacite hommes4";"Capacite femmes4";"Capacite totale4";"Discipline5";"Mode de fonctionnement5";"Clientele5";"Capacite hommes5";"Capacite femmes5";"Capacite totale5";"Discipline6";"Mode de fonctionnement6";"Clientele6";"Capacite hommes6";"Capacite femmes6";"Capacite totale6";
"670016245";"266 700 582 00114";;"ACCUEIL DE JOUR VILLA GERMANIA";;"25 RUE BANNACKER";;"67160";"WISSEMBOURG";"03 88 54 11 11 ";"03 88 54 11 12";"05 juin 2009";"207";"Centre de Jour pour Personnes Agees";"14";"Etablissement Public Intercommunal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780543";"";"Accueil temporaire pour Personnes agees";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670016898";;;"MR CLOS DE L'ILLMATT- EHPAD";;"35 RUE DE LA DIGUE";;"67230";"BENFELD";"03 90 57 49 42 ";"03 45 09 02 41";"01 mars 2012";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670013713";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"26";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"4";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"1";"Accueil en Maison de Retraite";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"10";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"24";"";"";"";"";"";"";
"670780246";"438 420 887 00103";;"M.R. SAINT-CHARLES - EHPAD";;"31 RUE SAINT-CHARLES";;"67303";"SCHILTIGHEIM CEDEX";"03 88 62 12 12 ";"03 88 18 90 87";"01 janvier 1901";"200";"Maison de Retraite";"63";"Fondation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670014604";"";"Pôles d'activite et de soins adaptes";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"0";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"135";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670780535";"775 618 150 00194";;"MR JULIE GSELL - EHPAD";;"20 RUE DU MOULIN";;"67240";"BISCHWILLER";"03 88 63 25 72 ";"03 88 53 92 58";"01 janvier 1901";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"570010173";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670780618";"266 700 020 00016";;"MR PUBLIQUE STOLTZ-GRIMM - EHPAD";;"12 DE L'ABBAYE";;"67140";"ANDLAU";"03 88 08 93 05 ";"03 88 08 23 51";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000314";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"14";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670780667";"266 700 186 00015";;"MR L'ORCHIDeE RHINAU EHPAD";;"6 RUE DE L'HOPITAL";;"67860";"RHINAU";"03 88 74 60 48 ";"03 88 74 67 88";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000363";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"15";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670780782";"778 754 259 00019";;"MR ELISA - EHPAD";;"12 ROUTE DE LYON";;"67118";"GEISPOLSHEIM";"03 88 55 33 33 ";;"01 janvier 1901";"200";"Maison de Retraite";"61";"Association Loi 1901 Reconnue d'Utilite Publique";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000454";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"129";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670780998";"266 700 285 00031";;"MAISON DE RETRAITE DU STIFT-EHPAD";;"5 ALLEE SAINTE FAMILLE";;"67520";"MARLENHEIM";"03 88 04 10 10 ";"03 88 04 10 11";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000512";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"60";"Accueil en Maison de Retraite";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"12";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"3";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"14";"";"";"";"";"";"";"";"";"";"";"";"";
"670781046";"266 700 202 00010";;"MR RESIDENCE MARIE ROBERTA EHPAD";;"4 RUE DE L'HOPITAL";;"67870";"BISCHOFFSHEIM";"03 88 50 41 13 ";"03 88 50 25 77";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000538";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670781053";"266 700 095 00018";;"MR DE DAMBACH-LA-VILLE EHPAD";;"4 RUE DU MARECHAL FOCH";;"67650";"DAMBACH LA VILLE";"03 88 92 40 29 ";"03 88 92 63 22";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000546";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670781061";"266 700 087 00015";;"MAISON DE RETRAITE EPFIG - EHPAD";;"1 RUE DE L'HOPITAL";;"67680";"EPFIG";"03 88 85 50 54 ";"03 88 57 84 39";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000553";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670781079";"266 700 129 00015";;"MAISON DE RETRAITE SCHAUENBURG - EHPAD";;"3 RUE DE L'HOPITAL";;"67270";"HOCHFELDEN";"03 88 91 98 58 ";"03 88 91 59 87";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000561";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"30";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"58";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670781087";"266 700 236 00018";;"MAISON DE RETRAITE DU PARC - EHPAD";;"147 RUE DU PARC";;"67130";"SCHIRMECK";"03 88 97 00 54 ";"03 88 47 10 84";"06 mars 1964";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000579";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670781095";"266 700 251 00017";;"MAISON DE RETRAITE DE SELTZ - EHPAD";;"8 RUE PRINCIPALE";;"67470";"SELTZ";"03 88 54 11 11 ";;"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670000587";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"50";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670781723";"778 859 397 00011";;"MAISON DE RETRAITE BETHLEHEM-EHPAD";;"15 ROUTE D'OBERHAUSBERGEN";;"67200";"STRASBOURG";"03 88 27 01 71 ";"03 88 27 98 77";"01 janvier 1901";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000694";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"18";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"121";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670782085";"778 728 857 00013";;"MAISON DE RETRAITE SALEM - EHPAD";;"7 RUE DE L'EGLISE";"BP 20054";"67142";"BARR CEDEX";"03 88 58 55 30 ";"03 88 58 55 20";"20 mai 1959";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000702";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"5";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670783216";"778 744 037 00012";;"MR SAREPTA DORLISHEIM - EHPAD";;"4 RUE LUTHER";;"67120";"DORLISHEIM";"03 88 47 94 30 ";;"25 janvier 1904";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000827";"";"Accueil en Maison de Retraite";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"14";"Pôles d'activite et de soins adaptes";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"0";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"24";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"1";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"6";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"92";
"670783331";"266 700 277 00012";;"MR INTERCOM DU CANTON DE VILLE - EHPAD";;"2 PROMENADE DU KLOSTERWALD";;"67220";"VILLE";"03 88 57 10 65 ";"03 88 58 98 89";"20 juillet 1978";"200";"Maison de Retraite";"22";"Etablissement Social et Medico-Social Intercommunal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000876";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"75";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670784404";"266 700 582 00023";;"MAISON DE RETRAITE STANISLAS - EHPAD";;"7 RUE DE LA MONTAGNE";;"67160";"WISSEMBOURG";"03 88 54 11 11 ";;"01 janvier 1901";"200";"Maison de Retraite";"14";"Etablissement Public Intercommunal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780543";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670784412";"266 700 582 00031";;"MR DE LAUTERBOURG - EHPAD";;"4 RUE DE L'HOPITAL";;"67630";"LAUTERBOURG";"03 88 54 11 11 ";;"01 janvier 1901";"200";"Maison de Retraite";"14";"Etablissement Public Intercommunal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780543";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670784420";"266 700 244 00079";;"LES MAISONS DU DR OBERKIRCH-EHPAD";;"23 AVENUE LOUIS PASTEUR";"BP 30248";"67606";"SELESTAT CEDEX";"03 88 57 55 55 ";"03 88 57 55 56";"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780691";"";"Pôles d'activite et de soins adaptes";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"0";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"15";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"45";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"3";"";"";"";"";"";"";"";"";"";"";"";"";
"670784479";"341 601 920 00018";;"MAISON DE RETRAITE MA MAISON-EHPAD";;"4 RUE MONSEIGNEUR HOCH";;"67200";"STRASBOURG";"03 88 29 22 64 ";;"01 janvier 1901";"200";"Maison de Retraite";"64";"Congregation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000892";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787787";"438 420 887 00152";;"MAISON DE RETRAITE SAINT JOSEPH EHPAD";;"9 RUE D'YPRES";;"67000";"STRASBOURG";"03 88 45 53 20 ";;"01 janvier 1950";"200";"Maison de Retraite";"63";"Fondation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670014604";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"34";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787795";"778 742 007 00017";;"M.R. DU SACRE-COEUR - EHPAD";;"9 RUE DE L'ECOLE";;"67350";"DAUENDORF";"03 88 07 71 28 ";"03 88 72 22 50";"01 septembre 1993";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670795376";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"16";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787803";"307 736 728 00014";;"MR FOYER- RESIDENCE NIEDERBOURG-EHPAD";;"30 RUE DU MOULIN";;"67400";"ILLKIRCH GRAFFENSTADEN";"03 88 66 44 24 ";;"01 octobre 1976";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670792514";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"80";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787829";"778 734 590 00012";;"MAISON DE RETRAITE DU DIACONAT-EHPAD";;"2 RUE DE L'EGLISE";;"67240";"BISCHWILLER";"03 88 63 21 37 ";"03 88 63 01 45";"09 fevrier 1965";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000975";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"14";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787837";"778 804 831 00015";;"MR SAINT-JOSEPH - EHPAD";;"6 RUE DE L'EGLISE";;"67420";"SAALES";"03 88 97 70 67 ";;"01 janvier 1901";"200";"Maison de Retraite";"63";"Fondation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670000983";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787845";"775 641 772 00022";;"MR SAINT-FRANCOIS MARIENTHAL-EHPAD";"COMMUNE DE MARIENTHAL";"51 ROUTE DE HAGUENAU";;"67500";"HAGUENAU";"03 88 93 83 48 ";"03 88 93 83 49";"04 avril 1904";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670792522";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787852";"775 642 069 00709";;"MAISON DE RETRAITE HERRADE - EHPAD";;"25 RUE DE L'ENGELBREIT";;"67200";"STRASBOURG";"03 88 30 44 04 ";"03 88 29 35 66";"01 septembre 1972";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670792340";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"127";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787860";"775 642 069 00725";;"MAISON DE RETRAITE ERMITAGE - EHPAD";;"100 ROUTE D'ESCHAU";;"67400";"ILLKIRCH GRAFFENSTADEN";"03 88 64 02 22 ";"03 88 64 03 12";"04 avril 1904";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670792340";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"127";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787878";;;"MAISON DE RETRAITE CARITAS EHPAD";;"21 RUE HORACE";;"67200";"STRASBOURG";"03 88 30 27 00 ";;"14 mars 1962";"200";"Maison de Retraite";"62";"Association de Droit Local";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670792415";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"101";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"5";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787886";"501 515 621 00016";;"MAISON DE RETRAITE SAINT LEON";;"8 LE CANAL";;"67120";"WOLXHEIM";"03 88 47 89 30 ";;"01 janvier 1949";"200";"Maison de Retraite";"62";"Association de Droit Local";"08";"President du Conseil General";;;"670016369";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees Autonomes";"0";"0";"24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670787894";"417 876 877 00024";;"MR EMMAÜS KOENIGSHOFFEN-EHPAD";"KOENIGSHOFFEN";"33 RUE DE LA TOUR";;"67087";"STRASBOURG CEDEX 2";"03 90 20 44 88 ";"03 90 20 44 80";"01 janvier 1962";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670006469";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"12";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"4";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"135";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670790104";"266 700 574 00129";;"MR HUS SITE DE LA ROBERTSAU EHPAD";"HOPITAL DE LA ROBERTSAU";"60 RUE MELANIE";;"67000";"STRASBOURG";"03 88 11 55 11 ";"03 88 11 55 99";"04 avril 1904";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780055";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"111";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670790112";"775 642 069 00741";;"MR STEPHANIE EHPAD";;"9 RUE DES IFS";;"67100";"STRASBOURG";;;"04 avril 1904";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670792340";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670790930";"675 680 383 00022";;"RESIDENCE BON REPOS A MOLSHEIM";;"1 RUE DES ETANGS";;"67120";"MOLSHEIM";"03 88 38 51 31 ";;"01 janvier 1966";"202";"Logement Foyer";"65";"Autre Organisme Prive à But non Lucratif";"01";"Etablissement Tarif Libre";;;"670792530";"";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"16";"Restaurant pour Personnes agees";"Accueil de Jour";"Personnes Agees (Sans Autre Indication)";"0";"0";"0";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670790948";"676 380 249 00034";;"RESIDENCE HOHENBOURG A OBERNAI";;"RUE DU FOYER";;"67210";"OBERNAI";"03 88 95 56 76 ";;"01 janvier 1969";"202";"Logement Foyer";"65";"Autre Organisme Prive à But non Lucratif";"01";"Etablissement Tarif Libre";;;"670792548";"";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"57";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670790955";"675 680 383 00030";;"RESIDENCE BON SEJOUR A MUTZIG";;"9 RUE DOCTEUR SCHWEITZER";;"67190";"MUTZIG";"03 88 38 51 31 ";;"14 novembre 1974";"202";"Logement Foyer";"65";"Autre Organisme Prive à But non Lucratif";"01";"Etablissement Tarif Libre";;;"670792530";"";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"30";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"16";"Restaurant pour Personnes agees";"Accueil de Jour";"Personnes Agees (Sans Autre Indication)";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670790963";"775 642 069 00329";;"RES PERS AGE KRUTENAU STRASBOURG";;"47 RUE DE ZURICH";;"67000";"STRASBOURG";"03 88 36 27 25 ";;"01 mai 1972";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792340";"";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"28";"Restaurant pour Personnes agees";"Accueil de Jour";"Personnes Agees (Sans Autre Indication)";"0";"0";"0";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"32";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"28";"";"";"";"";"";"";"";"";"";"";"";"";
